id,judul,isi,kategori,input_text,urgency,intent,location,object,sentiment,summary
9793266,LAPORAN KEJADIAN BENCANA ALAM KECAMATAN KERTASARI KABUPATEN BANDUNG,Hasil pemantauan kejadian bencana alam pada Hari jumat Tanggal 05 Desember 2025 di wilayah RT 02 RW 04 Desa Santosa Kecamatan Kertasari Kabupaten Bandung,Lingkungan,"Judul: LAPORAN KEJADIAN BENCANA ALAM KECAMATAN KERTASARI KABUPATEN BANDUNG
Laporan: Hasil pemantauan kejadian bencana alam pada Hari jumat Tanggal 05 Desember 2025 di wilayah RT 02 RW 04 Desa Santosa Kecamatan Kertasari Kabupaten Bandung",medium,report,RT 02 RW 04 Desa Santosa Kecamatan Kertasari Kabupaten Bandung,kejadian bencana alam,netral,Laporan kejadian bencana alam di RT 02 RW 04 Desa Santosa
9793716,LAPORAN KEJADIAN BENCANA ALAM LONGSORAN TANAH TPT DI DESA CIHAWUK KECAMATAN KERTASARI KABUPATEN BANDUNG,Kejadian Bencana Alam Longsoran Tanah TPT pada Hari Kamis Tanggal 4 Desember Tahun 2025 di Wilayah Kp Puncak Mulya RT 002 RW 011 Desa Cihawuk Kecamatan Kertasari Kabupaten Bandung,Lingkungan,"Judul: LAPORAN KEJADIAN BENCANA ALAM LONGSORAN TANAH TPT DI DESA CIHAWUK KECAMATAN KERTASARI KABUPATEN BANDUNG
Laporan: Kejadian Bencana Alam Longsoran Tanah TPT pada Hari Kamis Tanggal 4 Desember Tahun 2025 di Wilayah Kp Puncak Mulya RT 002 RW 011 Desa Cihawuk Kecamatan Kertasari Kabupaten Bandung",high,report,Desa Cihawuk Kecamatan Kertasari Kabupaten Bandung,Bencana Alam Longsoran Tanah TPT,negatif,Longsoran tanah di Desa Cihawuk mengancam keselamatan warga.
9793756,Pengajuan Hak BPJS JKM RW,"Belum ada tindak lanjut terkait pengajuan hak BPJS JKM RW di Desa Lagadar Kec. Margaasih, pihak keluarga belum mendapat kejelasan dari pihak desa",Kesehatan,"Judul: Pengajuan Hak BPJS JKM RW
Laporan: Belum ada tindak lanjut terkait pengajuan hak BPJS JKM RW di Desa Lagadar Kec. Margaasih, pihak keluarga belum mendapat kejelasan dari pihak desa",medium,complaint,Desa Lagadar Kec. Margaasih,Pengajuan hak BPJS JKM RW,negatif,Laporan pengaduan mengenai pengajuan hak BPJS JKM RW belum ada tindak lanjut
9795286,Mobil Terperosok ke Parit di Jalan Walter Condrat,"Sebuah insiden kecelakaan tunggal terjadi dipagi hari ini di Jalan Walter Condrat, ketika sebuah mobil pribadi dilaporkan terperosok ke dalam parit di tepi jalan. Berkat laporan cepat dari seorang warga, petugas penyelamat segera dikerahkan ke lokasi dan berhasil menyelesaikan proses evakuasi.Pelapor menghubungi Emergency Call Damkar untuk menginformasikan bahwa mobil yang terbalik ke parit karena menghindari gerobak sampah. Setelah menerima laporan tersebut, petugas segera melakukan persiapan dan menuju lokasi kejadian.Setibanya di lokasi, petugas melakukan size up terlebih dahulu dan diketahui bahwa pengemudi berhasil keluar melalui pintu belakang. Setelah melakukan size up, petugas langsung melakukan penanganan terhadap mobil tersebut. Proses evakuasi memerlukan koordinasi yang cermat, mengingat posisi mobil yang terperosok dan potensi kerusakan pada kendaraan. Dengan menggunakan peralatan khusus, petugas mulai melakukan penanganan untuk menarik mobil keluar dari parit. Proses penanganan berlangsung selama 30 menit dan berhasil dilaksanakan dengan baik.Dalam insiden ini, tidak dilaporkan adanya korban jiwa atau luka berat. Penyebab pasti mobil bisa terperosok ke dalam parit saat ini masih dalam penyelidikan, namun dugaan sementara adalah pengemudi kehilangan kendali.Syukurlah, proses evakuasi berjalan lancar dan tidak ada korban serius. Situasi kini sudah kembali normal, tambah petugas tersebut. Pihak berwenang mengimbau kepada seluruh pengguna jalan untuk selalu berhati-hati dan fokus saat berkendara, terutama di area dengan kondisi jalan yang berpotensi membahayakan.Mobil berhasil ditangani, situasi kembali aman dan terkendali.",Lainnya,"Judul: Mobil Terperosok ke Parit di Jalan Walter Condrat
Laporan: Sebuah insiden kecelakaan tunggal terjadi dipagi hari ini di Jalan Walter Condrat, ketika sebuah mobil pribadi dilaporkan terperosok ke dalam parit di tepi jalan. Berkat laporan cepat dari seorang warga, petugas penyelamat segera dikerahkan ke lokasi dan berhasil menyelesaikan proses evakuasi.Pelapor menghubungi Emergency Call Damkar untuk menginformasikan bahwa mobil yang terbalik ke parit karena menghindari gerobak sampah. Setelah menerima laporan tersebut, petugas segera melakukan persiapan dan menuju lokasi kejadian.Setibanya di lokasi, petugas melakukan size up terlebih dahulu dan diketahui bahwa pengemudi berhasil keluar melalui pintu belakang. Setelah melakukan size up, petugas langsung melakukan penanganan terhadap mobil tersebut. Proses evakuasi memerlukan koordinasi yang cermat, mengingat posisi mobil yang terperosok dan potensi kerusakan pada kendaraan. Dengan menggunakan peralatan khusus, petugas mulai melakukan penanganan untuk menarik mobil keluar dari parit. Proses penanganan berlangsung selama 30 menit dan berhasil dilaksanakan dengan baik.Dalam insiden ini, tidak dilaporkan adanya korban jiwa atau luka berat. Penyebab pasti mobil bisa terperosok ke dalam parit saat ini masih dalam penyelidikan, namun dugaan sementara adalah pengemudi kehilangan kendali.Syukurlah, proses evakuasi berjalan lancar dan tidak ada korban serius. Situasi kini sudah kembali normal, tambah petugas tersebut. Pihak berwenang mengimbau kepada seluruh pengguna jalan untuk selalu berhati-hati dan fokus saat berkendara, terutama di area dengan kondisi jalan yang berpotensi membahayakan.Mobil berhasil ditangani, situasi kembali aman dan terkendali.",medium,report,Jalan Walter Condrat,mobil terperosok ke parit,netral,"Mobil terbalik di parit Jalan Walter Condrat, pengemudi selamat."
9799386,01 07 2025 Info mitra bps,Jika sudah ikut pengolahan apakah masih bisa ikut pendataan?,Administrasi,"Judul: 01 07 2025 Info mitra bps
Laporan: Jika sudah ikut pengolahan apakah masih bisa ikut pendataan?",low,question,,pengolahan dan pendataan,netral,Pertanyaan tentang kemungkinan ikut pendataan setelah pengolahan
9799406,07 07 2025 Info magang,Apakah memungkinkan magang untuk periode 21 Juli-22 Agustus 2025?,Pendidikan,"Judul: 07 07 2025 Info magang
Laporan: Apakah memungkinkan magang untuk periode 21 Juli-22 Agustus 2025?",low,question,,magang periode 21 Juli-22 Agustus 2025,netral,Pertanyaan tentang kemungkinan magang pada periode tertentu
9799451,08 07 2025 info loker,Apakah lowongan ini masih tersedia?,Lainnya,"Judul: 08 07 2025 info loker
Laporan: Apakah lowongan ini masih tersedia?",low,question,,lowongan kerja,netral,Pengaduan bertanya tentang keberadaan lowongan
9799456,10 07 2025 salah sambung,Bisa dibantu proses untuk mendapatakan virtual account pembayaran dari pemindahan data BPJS PBPU ke BPJS mandiri berapa hari ya?,Kesehatan,"Judul: 10 07 2025 salah sambung
Laporan: Bisa dibantu proses untuk mendapatakan virtual account pembayaran dari pemindahan data BPJS PBPU ke BPJS mandiri berapa hari ya?",low,question,,pemindahan data BPJS PBPU ke BPJS mandiri,netral,Mengenai proses mendapatkan virtual account untuk pembayaran
9799466,14 07 2025 Info mitra bps,Sebelumnya mitra statistik Tuban ingin menjadi mitra statistik kota Semarang karena pindah domisili di Kota Semarang apakah bisa?,Administrasi,"Judul: 14 07 2025 Info mitra bps
Laporan: Sebelumnya mitra statistik Tuban ingin menjadi mitra statistik kota Semarang karena pindah domisili di Kota Semarang apakah bisa?",low,question,,status menjadi mitra statistik,netral,Mitra statistik Tuban bertanya tentang statusnya di Kota Semarang.
9799481,20 07 2025 Info mitra bps,"Apakah masih membutuhkan mitra wilkerstat, jika masih kekurangan mitra apakah saya bisa mendaftar?",Administrasi,"Judul: 20 07 2025 Info mitra bps
Laporan: Apakah masih membutuhkan mitra wilkerstat, jika masih kekurangan mitra apakah saya bisa mendaftar?",low,question,,mitra wilkerstat,netral,Pengaduan bertanya tentang kebutuhan mitra dan peluang pendaftaran.
9799501,14 08 2025 info survei,"Apakah betul ada survey dari BPS, karena kemarin ada yang datang ke kos dengan tujuan tersebut",Lainnya,"Judul: 14 08 2025 info survei
Laporan: Apakah betul ada survey dari BPS, karena kemarin ada yang datang ke kos dengan tujuan tersebut",low,question,,survey dari BPS,netral,Pengaduan bertanya tentang survey BPS
9799546,20 08 2025 Info mitra bps,Untuk petugas pengolahan di kantor atau bisa fleksibel di rumah?,Administrasi,"Judul: 20 08 2025 Info mitra bps
Laporan: Untuk petugas pengolahan di kantor atau bisa fleksibel di rumah?",low,question,,lokasi pengolahan data BPS,netral,Pengolahan data BPS bisa di kantor atau rumah
9799571,20 08 2025 Info mitra bps,Untuk petugas pengolahan jam kerjanya jam berapa?,Administrasi,"Judul: 20 08 2025 Info mitra bps
Laporan: Untuk petugas pengolahan jam kerjanya jam berapa?",low,question,,jam kerja petugas pengolahan data BPS,netral,Mengajukan pertanyaan tentang jam kerja petugas BPS
9799586,20 08 2025 Info mitra bps,Apakah kegiatan pengolahan diwajibkan punya laptop?,Administrasi,"Judul: 20 08 2025 Info mitra bps
Laporan: Apakah kegiatan pengolahan diwajibkan punya laptop?",low,question,,kegiatan pengolahan diwajibkan punya laptop,netral,Pengaduan bertanya tentang kebutuhan laptop dalam kegiatan pengolahan
9799601,21 08 2025 Info mitra bps,Untuk pengolahan apakah full time atau hybrid? Ada jam kerjanya atau besa weekend juga masuk?,Administrasi,"Judul: 21 08 2025 Info mitra bps
Laporan: Untuk pengolahan apakah full time atau hybrid? Ada jam kerjanya atau besa weekend juga masuk?",low,question,,informasi kerja mitra BPS,netral,"Pengolahan full time atau hybrid, termasuk jam kerja"
9799706,03 09 2025 Info magang,Konfirmasi magang kemana,Pendidikan,"Judul: 03 09 2025 Info magang
Laporan: Konfirmasi magang kemana",low,question,,magang,netral,Konfirmasi tujuan magang
9799726,10 09 2025 Info mitra bps,Kapan buka loker mitra,Lainnya,"Judul: 10 09 2025 Info mitra bps
Laporan: Kapan buka loker mitra",low,question,,loker mitra BPS,netral,Pengguna bertanya kapan loker mitra BPS dibuka
9799746,15 09 2025 Info mitra bps,Apakah kegiatan pengolahan memakai laptop pribadi?,Administrasi,"Judul: 15 09 2025 Info mitra bps
Laporan: Apakah kegiatan pengolahan memakai laptop pribadi?",low,question,,kegiatan pengolahan memakai laptop pribadi,netral,Penggunaan laptop pribadi dalam kegiatan
9799796,Jalan Rusak,"Kepada yth. dinas pekerjaan umum dan penataan ruang, kabupaten flores timur, nusa tenggara timhal : permohonan perbaikan jalan rusakdengan hormat,sehubungan dengan kondisi jalan yang rusak banyak pengendara yg mau jatuh, tepatnya di jl. trans adonara, lewopao, kec. ile boleng, kabupaten flores timur, nusa tenggara tim. dengan ini kami izin meneruskan perihal laporan dari masyarakat yang melapor kepada kami terkait jalan rusak sehingga dapat membahayakan keselamatan pengguna jalan. besar harapan kami bapak ibu pihak terkait untuk dapat menindaklanjuti permohonan tersebut. berikut nomer tiket yang ada pada aplikasi jalan kita 2.0 :sk00009400link : permohonan ini kami buat, atas bantuan dan kerjasamanya kami ucapkan terima kasih.salam hormat,command center bina margawhatsapp center : 0822-8885-8884admin yang bertugas : lfi",Infrastruktur,"Judul: Jalan Rusak
Laporan: Kepada yth. dinas pekerjaan umum dan penataan ruang, kabupaten flores timur, nusa tenggara timhal : permohonan perbaikan jalan rusakdengan hormat,sehubungan dengan kondisi jalan yang rusak banyak pengendara yg mau jatuh, tepatnya di jl. trans adonara, lewopao, kec. ile boleng, kabupaten flores timur, nusa tenggara tim. dengan ini kami izin meneruskan perihal laporan dari masyarakat yang melapor kepada kami terkait jalan rusak sehingga dapat membahayakan keselamatan pengguna jalan. besar harapan kami bapak ibu pihak terkait untuk dapat menindaklanjuti permohonan tersebut. berikut nomer tiket yang ada pada aplikasi jalan kita 2.0 :sk00009400link : permohonan ini kami buat, atas bantuan dan kerjasamanya kami ucapkan terima kasih.salam hormat,command center bina margawhatsapp center : 0822-8885-8884admin yang bertugas : lfi",high,report,"jl. trans adonara, lewopao, kec. ile boleng, kabupaten flores timur, nusa tenggara tim",jalan rusak,negatif,Jalan di Flores Timur rusak berbahaya.
9799901,Jalan Tergenang Air,"Kepada yth. dinas pekerjaan umum dan penataan ruang, kota karawang, jawa barathal : permohonan perbaikan jalan tergenang airdengan hormat,sehubungan dengan kondisi jalan yang tergenang air yang dapat membahayakan pengguna jalan saat melintas, tepatnya di jl. raya kosambi, duren, kecamatan. klari, karawang, jawa barat. dengan ini kami izin meneruskan perihal laporan dari masyarakat yang melapor kepada kami terkait jalan yang tergenang air sehingga dapat membahayakan keselamatan pengguna jalan. besar harapan kami bapak ibu pihak terkait dapat menindaklanjuti permohonan tersebut. berikut nomer tiket yang ada pada aplikasi jalan kita 2.0 :sk00009469link aduan : permohonan ini kami buat, atas bantuan dan kerjasamanya kami ucapkan terima kasih.salam hormat,command center bina margawhatsapp center : 0822-8885-8884admin yang bertugas : ta",Infrastruktur,"Judul: Jalan Tergenang Air
Laporan: Kepada yth. dinas pekerjaan umum dan penataan ruang, kota karawang, jawa barathal : permohonan perbaikan jalan tergenang airdengan hormat,sehubungan dengan kondisi jalan yang tergenang air yang dapat membahayakan pengguna jalan saat melintas, tepatnya di jl. raya kosambi, duren, kecamatan. klari, karawang, jawa barat. dengan ini kami izin meneruskan perihal laporan dari masyarakat yang melapor kepada kami terkait jalan yang tergenang air sehingga dapat membahayakan keselamatan pengguna jalan. besar harapan kami bapak ibu pihak terkait dapat menindaklanjuti permohonan tersebut. berikut nomer tiket yang ada pada aplikasi jalan kita 2.0 :sk00009469link aduan : permohonan ini kami buat, atas bantuan dan kerjasamanya kami ucapkan terima kasih.salam hormat,command center bina margawhatsapp center : 0822-8885-8884admin yang bertugas : ta",high,report,"jl. raya kosambi, duren, kecamatan klari, karawang, jawa barat",jalan tergenang air,netral,Jalan di Karawang tergenang air
9800061,Hand Sanitizer Kedaluarsa,"Mohon info kak admin, Hand sanitizer yang di sebelah ruang 17 sudah kedaluarsa",Kesehatan,"Judul: Hand Sanitizer Kedaluarsa
Laporan: Mohon info kak admin, Hand sanitizer yang di sebelah ruang 17 sudah kedaluarsa",low,question,ruang 17,hand sanitizer,netral,Hand sanitizer di ruang 17 kedaluarsa
9802271,Magang hub kemnaker,"1. Assalamualaikum, izin bertanya untuk magang hub kemnaker atas nama maeyza kholisyatul ilmiyah apakah lolos pak bu di kantor bps kota banjarmasin?2. Permisi, untuk seleksi nya maganghub bps kota banjarmasin ini apakah seleksi lewat web maganghub saja kh pak bu atau ada interview juga?3. Untuk 3 kandidat tersebut apakah sudah ada yaa pak?",Pendidikan,"Judul: Magang hub kemnaker
Laporan: 1. Assalamualaikum, izin bertanya untuk magang hub kemnaker atas nama maeyza kholisyatul ilmiyah apakah lolos pak bu di kantor bps kota banjarmasin?2. Permisi, untuk seleksi nya maganghub bps kota banjarmasin ini apakah seleksi lewat web maganghub saja kh pak bu atau ada interview juga?3. Untuk 3 kandidat tersebut apakah sudah ada yaa pak?",low,question,Kantor BPS Kota Banjarmasin,Seleksi Maganghub Kemnaker,netral,Mengenai seleksi maganghub kemnaker di BPS Banjarmasin
9804116,Jalan Berlubang,"Kepada yth. dinas pekerjaan umum dan penataan ruang, kabupaten karawang, jawa barathal : permohonan perbaikan jalan berlubangdengan hormat,sehubungan dengan kondisi jalan berlubang sehingga dapat membahayakan keselamatan pengguna jalan, tepatnya di jl. raya sungai buntu, kec. pedes, karawang, jawa barat. dengan ini kami izin meneruskan perihal laporan dari masyarakat yang melapor kepada kami terkait jalan rusak sehingga dapat membahayakan keselamatan pengguna jalan. besar harapan kami bapak ibu pihak terkait dapat menindaklanjuti permohonan tersebut. berikut nomer tiket yang ada pada aplikasi jalan kita 2.0 :sk00009698link : permohonan ini kami buat, atas bantuan dan kerjasamanya kami ucapkan terima kasih.salam hormat,command center bina margawhatsapp center : 0822-8885-8884admin yang bertugas : rk",Infrastruktur,"Judul: Jalan Berlubang
Laporan: Kepada yth. dinas pekerjaan umum dan penataan ruang, kabupaten karawang, jawa barathal : permohonan perbaikan jalan berlubangdengan hormat,sehubungan dengan kondisi jalan berlubang sehingga dapat membahayakan keselamatan pengguna jalan, tepatnya di jl. raya sungai buntu, kec. pedes, karawang, jawa barat. dengan ini kami izin meneruskan perihal laporan dari masyarakat yang melapor kepada kami terkait jalan rusak sehingga dapat membahayakan keselamatan pengguna jalan. besar harapan kami bapak ibu pihak terkait dapat menindaklanjuti permohonan tersebut. berikut nomer tiket yang ada pada aplikasi jalan kita 2.0 :sk00009698link : permohonan ini kami buat, atas bantuan dan kerjasamanya kami ucapkan terima kasih.salam hormat,command center bina margawhatsapp center : 0822-8885-8884admin yang bertugas : rk",high,complaint,"jl. raya sungai buntu, kec. pedes, karawang, jawa barat",jalan berlubang,negatif,Jalan berlubang di Sungai Buntu membahayakan pengguna
9808426,Dugaan Korupsi Dana Banprov,Kepala desa ciptamargi kec. cilebar kab. karawang provinsi jawa baratmenghabiskan dana banprov dan tidak merealisasikan pembangunan yang bersumber dari dana banprov jawa barat di dusun tegal buah 002 001 desa ciptamargi kec. cilebar kab. karawang provinsi jawa barat.. segera tindak lanjut masyarakat resah dan bpd setempat tidak mampu mengambil tindakan,Infrastruktur,"Judul: Dugaan Korupsi Dana Banprov
Laporan: Kepala desa ciptamargi kec. cilebar kab. karawang provinsi jawa baratmenghabiskan dana banprov dan tidak merealisasikan pembangunan yang bersumber dari dana banprov jawa barat di dusun tegal buah 002 001 desa ciptamargi kec. cilebar kab. karawang provinsi jawa barat.. segera tindak lanjut masyarakat resah dan bpd setempat tidak mampu mengambil tindakan",high,report,dusun tegal buah 002 001 desa ciptamargi kec. cilebar kab. karawang provinsi jawa barat,kepala desa menghabiskan dana banprov,negatif,"Kepala Desa Ciptamargi menghabiskan dana Banprov, tidak realisasikan pembangunan."
9808791,Info flushing sampean baru,Menanyakan kevalidan info pada tanggal 24 desember 2025 akan dilaksanakan flushing di bendung sampean baru,Infrastruktur,"Judul: Info flushing sampean baru
Laporan: Menanyakan kevalidan info pada tanggal 24 desember 2025 akan dilaksanakan flushing di bendung sampean baru",low,question,bendung sampean baru,flushing,netral,Menanyakan tentang flushing di bendung sampean baru pada 24 desember 2025
9808806,jaringan internet,Sinyal wifi di Dinas PMPTSP lelet,Infrastruktur,"Judul: jaringan internet
Laporan: Sinyal wifi di Dinas PMPTSP lelet",medium,complaint,Dinas PMPTSP,sinyal wifi lelet,negatif,Sinyal wifi di Dinas PMPTSP lambat
9808811,Saran kegiatan TOLOB untuk depan SPBU Panji,"Adanya jalan berlubang, diingatkan untuk berhati-hati karena beberapa kali membahayakan pengendara. Kemudian ada yang saran untuk dilakukan TOLOB sebagai penanganan pertama",Infrastruktur,"Judul: Saran kegiatan TOLOB untuk depan SPBU Panji
Laporan: Adanya jalan berlubang, diingatkan untuk berhati-hati karena beberapa kali membahayakan pengendara. Kemudian ada yang saran untuk dilakukan TOLOB sebagai penanganan pertama",medium,suggestion,depan SPBU Panji,jalan berlubang,netral,Saran untuk TOLOB memperbaiki jalan berlubang di depan SPBU Panji
9809271,Rekrutmen Mitra BPS tahun 2026,"Izin bertanya, untuk bps lampung utara apakah buka pendaftaran mitra bps untuk se2926 tidak ya?",Administrasi,"Judul: Rekrutmen Mitra BPS tahun 2026
Laporan: Izin bertanya, untuk bps lampung utara apakah buka pendaftaran mitra bps untuk se2926 tidak ya?",low,question,BPS Lampung Utara,Pendaftaran mitra BPS,netral,Pengaduan bertanya tentang pendaftaran mitra BPS di Lampung Utara
9809286,rekrutmen mitra untuk se2026,Kalau mau ikut jadi mitra bps untuk Sensus Ekonomi 2026 gimana caranya ya?,Lainnya,"Judul: rekrutmen mitra untuk se2026
Laporan: Kalau mau ikut jadi mitra bps untuk Sensus Ekonomi 2026 gimana caranya ya?",low,question,,rekrutmen mitra untuk Sensus Ekonomi 2026,netral,Pertanyaan tentang cara menjadi mitra BPS untuk Sensus Ekonomi 2026
9809681,Penertiban Orang Terlantar,"Menurut pengakuannya pria tersebut sedang mencari pekerjaan, sudan berada di wilayah Kota Banjar selama 1 bulan.",Sosial,"Judul: Penertiban Orang Terlantar
Laporan: Menurut pengakuannya pria tersebut sedang mencari pekerjaan, sudan berada di wilayah Kota Banjar selama 1 bulan.",medium,report,Kota Banjar,Penertiban orang terlantar,netral,Pria mencari pekerjaan di Kota Banjar selama 1 bulan.
9810891,Pelanggaran Aturan Sekolah Yang Menghilangkan Hak Belajar Siswa Smpn 3 Tenggarong,"Saya ingin melapor secara anonim. di smpn 3 tenggarong, kalimantan timur, terdapat beberapa aturan yang merugikan siswa dan berpotensi melanggar hak belajar, yaitu: siswa yang telat diwajibkan tanda tangan. setelah beberapa kali tanda tangan, siswa dihitung alpha hingga 10 kali. siswa kemudian disuruh pulang sehingga kehilangan jam pelajaran. ketidaklengkapan atribut langsung dihitung alpha 5 kali. aturan ini tidak sesuai dengan prinsip pembinaan siswa dan menyebabkan kerugian akademik. mohon dilakukan peninjauan dan pembinaan terhadap sekolah tersebut. terima kasih.",Pendidikan,"Judul: Pelanggaran Aturan Sekolah Yang Menghilangkan Hak Belajar Siswa Smpn 3 Tenggarong
Laporan: Saya ingin melapor secara anonim. di smpn 3 tenggarong, kalimantan timur, terdapat beberapa aturan yang merugikan siswa dan berpotensi melanggar hak belajar, yaitu: siswa yang telat diwajibkan tanda tangan. setelah beberapa kali tanda tangan, siswa dihitung alpha hingga 10 kali. siswa kemudian disuruh pulang sehingga kehilangan jam pelajaran. ketidaklengkapan atribut langsung dihitung alpha 5 kali. aturan ini tidak sesuai dengan prinsip pembinaan siswa dan menyebabkan kerugian akademik. mohon dilakukan peninjauan dan pembinaan terhadap sekolah tersebut. terima kasih.",medium,report,"SMPN 3 Tenggarong, Kalimantan Timur",Aturan pelatihan alpha siswa yang dianggap telat atau absen,negatif,Laporan mengenai aturan alpha siswa yang merugikan di SMPN 3 Tenggarong.
9811556,Tidak Diikutsertakan Dalam Profiling Asn Tahun 2025,"Dengan hormat,saya, penata ruang ahli muda pada unit kerja pemerintah kab. banggai kepulauan, ingin menanyakan kenapa tidak diikutsertakan (tidak ada nama) dalam pelaksanaan kegiatan profiling asn tahun 2025 yang dilaksanakan oleh melalui badan kepegawaian dan pengembangan sumber daya manusia pada tanggal 15 s.d. 17 desember 2025. padahal dari 540 peserta, ada peserta yang dalam status izin tugas belajar.atas perhatian bapak ibu, saya ucapkan terima kasih. saya berharap dapat diikutsertakan juga.hormat saya,",Administrasi,"Judul: Tidak Diikutsertakan Dalam Profiling Asn Tahun 2025
Laporan: Dengan hormat,saya, penata ruang ahli muda pada unit kerja pemerintah kab. banggai kepulauan, ingin menanyakan kenapa tidak diikutsertakan (tidak ada nama) dalam pelaksanaan kegiatan profiling asn tahun 2025 yang dilaksanakan oleh melalui badan kepegawaian dan pengembangan sumber daya manusia pada tanggal 15 s.d. 17 desember 2025. padahal dari 540 peserta, ada peserta yang dalam status izin tugas belajar.atas perhatian bapak ibu, saya ucapkan terima kasih. saya berharap dapat diikutsertakan juga.hormat saya,",low,question,,pengikutsertaan dalam profiling ASN tahun 2025,netral,Tanya alasan tidak diikutsertakan dalam profiling ASN
9813866,Toko Frozen Food Tidak Layak Konsumsi,"Alamat toko frozen foodGoogle maps : CV. Septa fruit. Jl. Gajah mada No.24, RT.03 RW.03, Gedangrowo, Kec. Prambon, Kabupaten Sidoarjo, Jawa Timur 61264",Lainnya,"Judul: Toko Frozen Food Tidak Layak Konsumsi
Laporan: Alamat toko frozen foodGoogle maps : CV. Septa fruit. Jl. Gajah mada No.24, RT.03 RW.03, Gedangrowo, Kec. Prambon, Kabupaten Sidoarjo, Jawa Timur 61264",medium,report,"CV. Septa fruit, Jl. Gajah mada No.24, Sidoarjo",Toko frozen food tidak layak konsumsi,negatif,Toko frozen food di CV. Septa fruit dikeluhkan tidak layak konsumsi.
9817161,"Asn Pelaku Kdrt,Penyebar Fitnah,Penelantaran Anak Istri","Pelaku sdh 2x kdrt,mengirim surat fitnah sehingga penelantaran anak ke rs dan dukcapil. secara singjat saya lampirkan krnologinya. jika diperlukan bukti video dan rekaman suara kdrt dan perundungan yg dilakukan oleh asn dan keluarga besarnya, saya siap mengirimkannya. asal pelaporan saya ini ditindak lanjutin",Sosial,"Judul: Asn Pelaku Kdrt,Penyebar Fitnah,Penelantaran Anak Istri
Laporan: Pelaku sdh 2x kdrt,mengirim surat fitnah sehingga penelantaran anak ke rs dan dukcapil. secara singjat saya lampirkan krnologinya. jika diperlukan bukti video dan rekaman suara kdrt dan perundungan yg dilakukan oleh asn dan keluarga besarnya, saya siap mengirimkannya. asal pelaporan saya ini ditindak lanjutin",high,report,,penyebar fitnah dan penelantaran anak istri,negatif,Laporan kasus kekerasan domestik dengan pelaku berulang.
